               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.047889,           0.0069015,           0.0004372,             0.84728,             0.76857,             0.79572,              0.4773,            0.042905,           0.0036043,          0.00044148,           0.0006238,           0.0006238,           0.0006238
                 154,            0.048192,           0.0069575,          0.00047987,             0.84554,             0.77054,             0.79678,             0.47756,            0.042861,           0.0036015,          0.00044137,          0.00062132,          0.00062132,          0.00062132
                 155,            0.048468,           0.0070496,          0.00044574,             0.84406,             0.77223,             0.79669,             0.47857,            0.042804,            0.003598,          0.00044083,          0.00061885,          0.00061885,          0.00061885
                 156,            0.047727,           0.0068495,          0.00040909,             0.84375,             0.77219,             0.79631,               0.479,            0.042753,           0.0035944,          0.00044092,          0.00061638,          0.00061638,          0.00061638
                 157,            0.048479,           0.0070136,           0.0004488,              0.8457,             0.77247,             0.79716,             0.47885,            0.042719,           0.0035918,          0.00044103,           0.0006139,           0.0006139,           0.0006139
                 158,            0.047431,           0.0070098,          0.00041761,             0.84472,             0.77309,             0.79746,             0.47962,            0.042679,           0.0035886,          0.00044066,          0.00061142,          0.00061142,          0.00061142
                 159,            0.047754,           0.0068255,          0.00041313,             0.84512,             0.77377,              0.7985,             0.47999,            0.042628,           0.0035845,          0.00044028,          0.00060895,          0.00060895,          0.00060895
                 160,            0.047117,           0.0068589,          0.00039272,             0.84733,             0.77294,             0.79882,              0.4808,            0.042579,           0.0035818,          0.00044016,          0.00060647,          0.00060647,          0.00060647
                 161,            0.046784,           0.0067614,          0.00036918,             0.84836,             0.77364,             0.79974,             0.48131,            0.042534,           0.0035787,          0.00043979,            0.000604,            0.000604,            0.000604
                 162,            0.046951,             0.00675,          0.00036449,              0.8488,              0.7745,             0.80088,             0.48206,            0.042484,           0.0035754,          0.00043959,          0.00060152,          0.00060152,          0.00060152
                 163,            0.047262,           0.0069238,          0.00041973,              0.8492,             0.77633,             0.80168,             0.48238,            0.042436,           0.0035717,          0.00043907,          0.00059905,          0.00059905,          0.00059905
                 164,            0.046748,           0.0067261,          0.00044393,             0.84922,             0.77689,             0.80219,             0.48302,            0.042392,           0.0035693,          0.00043898,          0.00059658,          0.00059658,          0.00059658
                 165,            0.047036,           0.0066912,          0.00043041,             0.84947,             0.77741,             0.80309,             0.48398,            0.042348,           0.0035652,          0.00043858,           0.0005941,           0.0005941,           0.0005941
                 166,            0.046154,           0.0067331,          0.00042072,             0.84973,             0.77772,              0.8034,             0.48474,            0.042304,           0.0035618,          0.00043796,          0.00059163,          0.00059163,          0.00059163
                 167,            0.046683,            0.006765,          0.00039571,             0.85269,             0.77689,             0.80431,             0.48577,            0.042267,           0.0035589,          0.00043764,          0.00058915,          0.00058915,          0.00058915
                 168,            0.046378,           0.0066473,          0.00038392,             0.85347,             0.77738,             0.80425,             0.48649,            0.042224,           0.0035552,           0.0004369,          0.00058668,          0.00058668,          0.00058668
                 169,            0.046184,           0.0066541,          0.00038251,              0.8568,             0.77813,             0.80517,             0.48715,            0.042184,           0.0035517,          0.00043658,           0.0005842,           0.0005842,           0.0005842
                 170,            0.046504,           0.0068024,          0.00038161,             0.85827,             0.77868,             0.80565,             0.48803,            0.042136,           0.0035488,          0.00043631,          0.00058173,          0.00058173,          0.00058173
                 171,            0.047052,           0.0067418,          0.00040172,             0.85824,             0.77896,             0.80589,             0.48788,            0.042107,           0.0035453,          0.00043633,          0.00057925,          0.00057925,          0.00057925
                 172,            0.046664,           0.0067172,          0.00038469,             0.86085,             0.77907,             0.80654,             0.48885,            0.042072,           0.0035421,          0.00043646,          0.00057678,          0.00057678,          0.00057678
                 173,            0.046282,            0.006753,          0.00038737,              0.8601,                0.78,             0.80764,             0.48935,            0.042029,           0.0035389,          0.00043663,           0.0005743,           0.0005743,           0.0005743
                 174,            0.046655,           0.0068245,          0.00041937,              0.8617,             0.78129,             0.80938,              0.4905,            0.041988,           0.0035357,          0.00043666,          0.00057183,          0.00057183,          0.00057183
                 175,            0.046044,           0.0066183,          0.00040272,             0.86382,             0.78121,             0.80954,             0.49093,            0.041956,           0.0035317,          0.00043679,          0.00056935,          0.00056935,          0.00056935
                 176,            0.047022,           0.0068615,          0.00038833,             0.86559,             0.78112,             0.81022,             0.49191,            0.041914,           0.0035289,          0.00043712,          0.00056687,          0.00056687,          0.00056687
                 177,            0.047196,           0.0067501,          0.00039839,             0.86635,             0.78207,             0.81075,              0.4924,            0.041888,           0.0035266,          0.00043727,           0.0005644,           0.0005644,           0.0005644
                 178,            0.046556,           0.0067511,          0.00045581,             0.86838,             0.78213,             0.81165,             0.49301,            0.041861,           0.0035237,          0.00043762,          0.00056193,          0.00056193,          0.00056193
                 179,             0.04628,           0.0065936,          0.00034418,             0.86967,             0.78266,             0.81236,             0.49366,            0.041824,           0.0035202,          0.00043768,          0.00055945,          0.00055945,          0.00055945
                 180,            0.045672,           0.0066161,          0.00036931,             0.87129,             0.78341,             0.81297,             0.49436,            0.041795,           0.0035164,          0.00043756,          0.00055698,          0.00055698,          0.00055698
                 181,            0.045747,           0.0066325,          0.00034215,             0.87023,             0.78404,              0.8133,             0.49492,            0.041764,            0.003514,          0.00043708,           0.0005545,           0.0005545,           0.0005545
                 182,            0.045535,             0.00661,          0.00036046,             0.87181,             0.78428,             0.81332,             0.49573,            0.041729,           0.0035101,          0.00043651,          0.00055203,          0.00055203,          0.00055203
                 183,            0.045234,           0.0065774,          0.00037816,             0.87126,             0.78382,             0.81291,             0.49562,            0.041689,           0.0035072,          0.00043661,          0.00054955,          0.00054955,          0.00054955
                 184,            0.045427,            0.006547,          0.00039912,             0.87073,             0.78447,             0.81339,             0.49622,            0.041654,           0.0035044,          0.00043682,          0.00054707,          0.00054707,          0.00054707
                 185,            0.045059,           0.0066077,          0.00036023,             0.87027,             0.78463,             0.81374,             0.49646,            0.041617,           0.0035015,          0.00043725,           0.0005446,           0.0005446,           0.0005446
                 186,            0.045236,           0.0065036,          0.00038342,             0.86742,             0.78544,             0.81366,             0.49685,            0.041577,           0.0034985,          0.00043748,          0.00054212,          0.00054212,          0.00054212
                 187,            0.045168,            0.006556,          0.00036136,              0.8698,             0.78528,             0.81408,             0.49705,            0.041544,           0.0034963,          0.00043795,          0.00053965,          0.00053965,          0.00053965
                 188,            0.044915,           0.0065417,          0.00037949,             0.87137,             0.78578,             0.81473,             0.49749,            0.041507,           0.0034935,          0.00043812,          0.00053717,          0.00053717,          0.00053717
                 189,            0.045361,           0.0065132,          0.00033141,             0.87149,             0.78672,             0.81545,             0.49871,            0.041462,           0.0034904,          0.00043829,           0.0005347,           0.0005347,           0.0005347
                 190,            0.045007,            0.006628,          0.00035227,             0.87149,             0.78699,             0.81608,             0.49971,            0.041434,            0.003488,          0.00043846,          0.00053223,          0.00053223,          0.00053223
                 191,             0.04582,           0.0067226,          0.00044019,             0.87105,             0.78706,              0.8157,             0.50003,            0.041393,           0.0034848,          0.00043834,          0.00052975,          0.00052975,          0.00052975
                 192,            0.045164,           0.0065695,          0.00035518,              0.8702,             0.78709,             0.81619,             0.50047,            0.041367,           0.0034824,          0.00043818,          0.00052727,          0.00052727,          0.00052727
                 193,             0.04559,           0.0065776,          0.00039874,             0.87209,             0.78724,              0.8172,             0.50089,            0.041339,           0.0034809,          0.00043767,           0.0005248,           0.0005248,           0.0005248
                 194,            0.044789,           0.0064936,          0.00038427,             0.87331,             0.78862,             0.81837,              0.5014,            0.041326,           0.0034789,          0.00043737,          0.00052233,          0.00052233,          0.00052233
                 195,            0.045515,           0.0065875,          0.00039005,             0.87274,             0.78832,             0.81863,             0.50211,              0.0413,            0.003477,          0.00043695,          0.00051985,          0.00051985,          0.00051985
                 196,             0.04451,            0.006459,            0.000362,              0.8723,             0.78815,             0.81887,             0.50257,            0.041262,           0.0034745,          0.00043655,          0.00051737,          0.00051737,          0.00051737
                 197,            0.044272,             0.00644,           0.0003761,             0.87404,              0.7887,             0.81946,             0.50296,            0.041246,           0.0034737,          0.00043632,           0.0005149,           0.0005149,           0.0005149
                 198,             0.04546,           0.0065025,          0.00033616,             0.87364,             0.78973,             0.81936,             0.50325,            0.041223,           0.0034719,          0.00043615,          0.00051243,          0.00051243,          0.00051243
                 199,            0.044399,           0.0064994,          0.00034159,             0.87404,             0.79054,              0.8203,             0.50367,            0.041203,            0.003471,          0.00043579,          0.00050995,          0.00050995,          0.00050995
                 200,            0.045144,           0.0064686,          0.00036513,             0.87367,             0.79067,             0.82092,             0.50358,            0.041175,           0.0034689,           0.0004354,          0.00050747,          0.00050747,          0.00050747
                 201,            0.044657,            0.006419,          0.00037222,             0.87495,             0.79047,             0.82114,             0.50421,            0.041122,           0.0034659,           0.0004346,            0.000505,            0.000505,            0.000505
                 202,            0.045021,           0.0065303,          0.00041234,             0.87656,             0.79135,             0.82146,              0.5052,            0.041071,           0.0034631,          0.00043388,          0.00050252,          0.00050252,          0.00050252
                 203,            0.045556,           0.0066688,          0.00038194,             0.87733,             0.79166,             0.82198,             0.50586,            0.041012,           0.0034613,          0.00043352,          0.00050005,          0.00050005,          0.00050005
                 204,            0.045001,           0.0065849,          0.00034758,             0.87921,             0.79159,             0.82267,             0.50662,            0.040953,            0.003459,          0.00043365,          0.00049758,          0.00049758,          0.00049758
                 205,            0.045316,           0.0065713,          0.00037615,              0.8787,             0.79262,             0.82376,              0.5075,            0.040905,           0.0034568,          0.00043376,           0.0004951,           0.0004951,           0.0004951
                 206,            0.045969,           0.0067059,          0.00041047,             0.87919,             0.79354,             0.82479,             0.50851,            0.040872,           0.0034549,          0.00043346,          0.00049263,          0.00049263,          0.00049263
                 207,            0.045335,           0.0065834,          0.00037693,             0.88041,             0.79457,             0.82553,             0.50898,            0.040852,           0.0034534,          0.00043288,          0.00049015,          0.00049015,          0.00049015
                 208,            0.044891,           0.0065151,          0.00034366,             0.87884,             0.79558,             0.82601,             0.50944,            0.040811,           0.0034503,          0.00043281,          0.00048768,          0.00048768,          0.00048768
                 209,            0.044352,           0.0064671,          0.00034995,             0.87862,             0.79595,             0.82668,             0.50996,            0.040778,           0.0034493,          0.00043272,           0.0004852,           0.0004852,           0.0004852
                 210,            0.044293,           0.0064501,            0.000377,             0.87772,             0.79646,              0.8277,             0.51017,            0.040749,           0.0034468,          0.00043278,          0.00048273,          0.00048273,          0.00048273
                 211,            0.044594,           0.0064853,          0.00033647,             0.87673,             0.79719,             0.82826,             0.51088,            0.040719,           0.0034449,          0.00043202,          0.00048025,          0.00048025,          0.00048025
                 212,              0.0439,           0.0064454,          0.00031874,             0.87842,             0.79807,             0.82888,             0.51109,            0.040692,           0.0034437,          0.00043133,          0.00047778,          0.00047778,          0.00047778
                 213,            0.044698,           0.0064823,          0.00032408,             0.87885,             0.79875,             0.82947,             0.51182,            0.040658,           0.0034415,           0.0004306,           0.0004753,           0.0004753,           0.0004753
                 214,            0.044179,           0.0064451,            0.000352,             0.87985,             0.79874,             0.82967,             0.51309,            0.040617,           0.0034391,          0.00042992,          0.00047283,          0.00047283,          0.00047283
                 215,            0.043771,              0.0064,          0.00032342,             0.87782,             0.79951,             0.82986,             0.51323,            0.040584,           0.0034371,          0.00042925,          0.00047035,          0.00047035,          0.00047035
                 216,            0.043535,           0.0063007,          0.00033003,             0.87809,             0.79922,             0.82985,             0.51376,             0.04056,            0.003435,          0.00042847,          0.00046788,          0.00046788,          0.00046788
                 217,            0.044345,           0.0064086,          0.00035793,             0.87834,             0.79848,             0.82954,             0.51414,            0.040518,           0.0034316,          0.00042803,           0.0004654,           0.0004654,           0.0004654
                 218,            0.046157,           0.0067103,          0.00038558,             0.87858,             0.79822,             0.82944,             0.51473,            0.040482,            0.003429,          0.00042711,          0.00046293,          0.00046293,          0.00046293
                 219,            0.044584,           0.0065543,          0.00029299,             0.87918,             0.79785,             0.82931,             0.51455,            0.040458,           0.0034279,           0.0004263,          0.00046045,          0.00046045,          0.00046045
                 220,            0.044078,           0.0064176,          0.00034366,             0.87989,             0.79821,             0.82956,             0.51455,            0.040437,           0.0034264,          0.00042512,          0.00045798,          0.00045798,          0.00045798
                 221,            0.044073,           0.0063932,          0.00036689,             0.88136,             0.79879,             0.83055,             0.51485,            0.040408,           0.0034247,           0.0004243,           0.0004555,           0.0004555,           0.0004555
                 222,             0.04449,           0.0064158,          0.00035234,             0.88211,             0.79972,             0.83089,             0.51526,            0.040365,           0.0034217,           0.0004234,          0.00045303,          0.00045303,          0.00045303
                 223,            0.044755,           0.0065491,          0.00046581,             0.88249,             0.79981,             0.83119,             0.51585,            0.040324,           0.0034199,          0.00042281,          0.00045055,          0.00045055,          0.00045055
                 224,             0.04437,            0.006408,          0.00031945,             0.88476,             0.80134,             0.83336,             0.51676,            0.040286,           0.0034172,          0.00042221,          0.00044808,          0.00044808,          0.00044808
                 225,            0.044422,           0.0065719,          0.00042075,             0.88449,             0.80218,             0.83425,             0.51779,            0.040257,           0.0034157,          0.00042111,           0.0004456,           0.0004456,           0.0004456
                 226,            0.044499,           0.0064454,          0.00034813,              0.8859,             0.80231,             0.83471,             0.51763,            0.040245,            0.003415,           0.0004205,          0.00044312,          0.00044312,          0.00044312
                 227,            0.044087,           0.0063825,          0.00033809,             0.88493,             0.80303,             0.83489,             0.51809,            0.040219,           0.0034133,          0.00041972,          0.00044065,          0.00044065,          0.00044065
                 228,            0.043738,            0.006404,          0.00035496,             0.88266,             0.80557,             0.83549,             0.51834,            0.040195,           0.0034112,          0.00041948,          0.00043818,          0.00043818,          0.00043818
                 229,            0.043884,           0.0064129,          0.00035457,             0.88188,             0.80554,             0.83504,             0.51856,            0.040171,           0.0034104,          0.00041954,           0.0004357,           0.0004357,           0.0004357
                 230,            0.043246,           0.0062608,          0.00035068,             0.88342,             0.80622,             0.83574,             0.51964,            0.040143,           0.0034082,          0.00041905,          0.00043322,          0.00043322,          0.00043322
                 231,            0.043593,           0.0063112,          0.00027584,             0.88393,             0.80673,             0.83603,             0.51995,            0.040112,           0.0034067,          0.00041886,          0.00043075,          0.00043075,          0.00043075
                 232,            0.043894,           0.0063621,          0.00033069,             0.88411,             0.80679,             0.83681,             0.52023,            0.040087,           0.0034051,          0.00041893,          0.00042828,          0.00042828,          0.00042828
                 233,            0.043524,           0.0062168,          0.00032063,             0.88419,             0.80664,             0.83687,             0.52071,            0.040053,           0.0034027,            0.000419,           0.0004258,           0.0004258,           0.0004258
                 234,            0.043076,           0.0062744,          0.00030542,             0.88855,             0.80787,             0.83872,             0.52104,            0.040029,            0.003401,          0.00041936,          0.00042333,          0.00042333,          0.00042333
                 235,            0.043235,            0.006292,          0.00030998,              0.8896,             0.80807,             0.83908,             0.52165,            0.040009,           0.0033998,          0.00041959,          0.00042085,          0.00042085,          0.00042085
                 236,            0.043263,           0.0061911,          0.00029359,             0.89092,             0.80764,             0.83925,             0.52195,            0.039987,           0.0033989,          0.00042004,          0.00041838,          0.00041838,          0.00041838
                 237,            0.043216,           0.0062734,          0.00034275,             0.89203,              0.8076,             0.84011,             0.52217,             0.03996,           0.0033969,          0.00042026,           0.0004159,           0.0004159,           0.0004159
                 238,             0.04283,           0.0063003,          0.00029715,             0.89296,             0.80632,             0.83994,             0.52278,            0.039938,           0.0033956,          0.00042032,          0.00041342,          0.00041342,          0.00041342
                 239,            0.042922,           0.0062416,          0.00033128,             0.89337,              0.8068,             0.84025,             0.52307,            0.039911,           0.0033935,          0.00042054,          0.00041095,          0.00041095,          0.00041095
                 240,            0.042948,            0.006228,          0.00032881,             0.89067,             0.80985,             0.84068,             0.52406,            0.039876,           0.0033914,          0.00042064,          0.00040847,          0.00040847,          0.00040847
                 241,            0.043316,           0.0062561,          0.00033702,             0.89078,             0.80957,               0.841,             0.52417,             0.03985,           0.0033899,          0.00042099,            0.000406,            0.000406,            0.000406
                 242,            0.042568,           0.0061902,          0.00032406,             0.88969,             0.81085,             0.84122,             0.52446,            0.039818,           0.0033886,          0.00042117,          0.00040352,          0.00040352,          0.00040352
                 243,            0.042366,           0.0061548,           0.0003203,             0.89137,             0.81024,             0.84214,             0.52484,            0.039787,            0.003387,           0.0004213,          0.00040105,          0.00040105,          0.00040105
                 244,            0.042384,           0.0062062,          0.00027822,             0.89119,             0.81195,             0.84292,             0.52564,            0.039759,           0.0033861,          0.00042077,          0.00039857,          0.00039857,          0.00039857
                 245,            0.042383,           0.0061535,          0.00030005,             0.89297,             0.81115,             0.84314,             0.52587,            0.039732,           0.0033845,          0.00042026,           0.0003961,           0.0003961,           0.0003961
                 246,            0.043116,           0.0063051,          0.00032687,             0.89119,             0.81057,             0.84277,             0.52612,            0.039709,           0.0033835,          0.00041909,          0.00039362,          0.00039362,          0.00039362
                 247,             0.04194,           0.0061307,          0.00030735,             0.89157,              0.8109,             0.84312,             0.52643,            0.039684,           0.0033828,          0.00041829,          0.00039115,          0.00039115,          0.00039115
                 248,            0.042292,            0.006212,          0.00031404,             0.89069,             0.81191,             0.84401,             0.52722,            0.039647,           0.0033817,           0.0004176,          0.00038867,          0.00038867,          0.00038867
                 249,            0.042614,           0.0062094,          0.00036473,             0.89017,             0.81228,             0.84395,             0.52749,            0.039624,           0.0033799,          0.00041647,           0.0003862,           0.0003862,           0.0003862
                 250,            0.042963,           0.0062386,          0.00033984,             0.88979,             0.81406,             0.84484,             0.52832,            0.039588,            0.003378,          0.00041514,          0.00038372,          0.00038372,          0.00038372
                 251,            0.042311,           0.0061348,          0.00028718,             0.89103,             0.81395,               0.845,             0.52888,             0.03955,           0.0033763,           0.0004144,          0.00038125,          0.00038125,          0.00038125
                 252,            0.041664,            0.006067,          0.00027631,             0.89096,             0.81354,             0.84501,             0.52937,            0.039519,            0.003374,          0.00041339,          0.00037878,          0.00037878,          0.00037878
                 253,            0.041785,           0.0060977,          0.00031316,             0.89171,             0.81433,             0.84539,             0.52975,            0.039483,            0.003373,          0.00041291,           0.0003763,           0.0003763,           0.0003763
                 254,            0.042117,           0.0060989,          0.00031445,             0.89138,             0.81368,             0.84492,             0.52993,            0.039456,            0.003372,          0.00041243,          0.00037383,          0.00037383,          0.00037383
                 255,             0.04275,           0.0062491,          0.00030126,             0.89143,             0.81409,             0.84559,             0.53062,            0.039432,           0.0033703,          0.00041212,          0.00037135,          0.00037135,          0.00037135
                 256,            0.042064,           0.0061593,          0.00030359,              0.8935,               0.814,             0.84633,             0.53093,            0.039425,           0.0033698,          0.00041138,          0.00036888,          0.00036888,          0.00036888
                 257,             0.04224,           0.0060891,          0.00029799,             0.89146,             0.81516,             0.84627,             0.53156,            0.039412,            0.003369,          0.00041072,           0.0003664,           0.0003664,           0.0003664
                 258,            0.041644,           0.0061266,          0.00030757,             0.89205,             0.81561,             0.84709,             0.53205,            0.039394,            0.003369,          0.00041071,          0.00036393,          0.00036393,          0.00036393
                 259,            0.041834,           0.0061091,          0.00029086,             0.89316,             0.81614,             0.84707,             0.53229,            0.039372,           0.0033678,          0.00041051,          0.00036145,          0.00036145,          0.00036145
                 260,            0.041784,           0.0060662,          0.00030293,             0.89089,             0.81705,             0.84745,             0.53257,            0.039351,           0.0033667,          0.00041095,          0.00035898,          0.00035898,          0.00035898
                 261,             0.04261,           0.0061202,          0.00033022,             0.89063,             0.81588,             0.84704,             0.53291,            0.039325,           0.0033654,          0.00041077,           0.0003565,           0.0003565,           0.0003565
                 262,            0.041932,           0.0060697,          0.00032613,             0.88943,             0.81793,             0.84754,             0.53328,            0.039289,           0.0033646,          0.00041027,          0.00035403,          0.00035403,          0.00035403
                 263,            0.041608,            0.006137,          0.00031554,             0.88938,             0.81891,             0.84794,             0.53337,            0.039262,           0.0033639,          0.00040951,          0.00035155,          0.00035155,          0.00035155
                 264,            0.041791,           0.0060691,          0.00027326,             0.88973,             0.81921,             0.84829,             0.53365,            0.039237,           0.0033629,          0.00040892,          0.00034908,          0.00034908,          0.00034908
                 265,            0.042651,           0.0062237,          0.00031107,             0.89093,             0.81855,             0.84836,             0.53391,            0.039214,           0.0033627,          0.00040823,           0.0003466,           0.0003466,           0.0003466
                 266,            0.042435,           0.0061698,          0.00029753,             0.89195,             0.81793,             0.84882,             0.53435,            0.039179,           0.0033618,          0.00040777,          0.00034413,          0.00034413,          0.00034413
                 267,            0.041891,           0.0060576,           0.0002867,              0.8897,             0.82055,              0.8493,             0.53419,             0.03916,           0.0033603,          0.00040779,          0.00034165,          0.00034165,          0.00034165
                 268,            0.042151,           0.0060891,          0.00029872,             0.88998,             0.82071,             0.85002,             0.53469,            0.039128,           0.0033591,          0.00040765,          0.00033917,          0.00033917,          0.00033917
                 269,            0.041985,           0.0060981,          0.00029218,             0.88988,             0.82152,             0.85001,             0.53495,            0.039106,           0.0033575,          0.00040742,           0.0003367,           0.0003367,           0.0003367
                 270,            0.041297,           0.0059871,          0.00029068,             0.88952,             0.82081,             0.85013,             0.53518,            0.039086,           0.0033558,          0.00040745,          0.00033423,          0.00033423,          0.00033423
                 271,            0.041147,           0.0059448,          0.00029739,             0.89145,             0.82084,             0.85056,              0.5356,            0.039071,           0.0033551,          0.00040716,          0.00033175,          0.00033175,          0.00033175
                 272,            0.041499,           0.0060114,          0.00030175,             0.89151,             0.82005,             0.85099,             0.53571,            0.039051,           0.0033534,          0.00040702,          0.00032928,          0.00032928,          0.00032928
                 273,            0.041404,            0.006097,          0.00028617,             0.89269,             0.82092,             0.85148,             0.53665,            0.039033,           0.0033534,          0.00040708,           0.0003268,           0.0003268,           0.0003268
                 274,              0.0418,           0.0060409,          0.00030972,             0.89429,              0.8198,             0.85155,             0.53635,            0.038998,           0.0033523,          0.00040688,          0.00032433,          0.00032433,          0.00032433
                 275,            0.041697,           0.0060571,          0.00031104,             0.89351,             0.82016,             0.85156,             0.53667,            0.038967,           0.0033505,          0.00040592,          0.00032185,          0.00032185,          0.00032185
                 276,            0.040768,           0.0060333,          0.00028205,             0.89378,             0.82016,              0.8522,             0.53652,            0.038952,           0.0033504,          0.00040491,          0.00031938,          0.00031938,          0.00031938
                 277,            0.041238,           0.0060621,          0.00031232,             0.89357,             0.82148,             0.85172,             0.53714,             0.03893,           0.0033497,          0.00040446,           0.0003169,           0.0003169,           0.0003169
                 278,            0.041125,           0.0060252,          0.00031906,             0.89374,             0.82237,             0.85234,             0.53769,            0.038919,           0.0033493,          0.00040397,          0.00031443,          0.00031443,          0.00031443
                 279,            0.041677,           0.0059993,          0.00029564,             0.89412,             0.82431,             0.85281,             0.53768,            0.038893,           0.0033475,          0.00040316,          0.00031195,          0.00031195,          0.00031195
                 280,            0.041343,           0.0060231,           0.0003302,             0.89364,             0.82438,             0.85274,             0.53771,            0.038876,           0.0033472,          0.00040216,          0.00030948,          0.00030948,          0.00030948
                 281,            0.042226,           0.0060768,          0.00032356,               0.893,             0.82508,             0.85297,             0.53764,            0.038856,           0.0033455,          0.00040033,            0.000307,            0.000307,            0.000307
                 282,            0.041327,           0.0059859,          0.00024795,             0.89442,             0.82466,             0.85358,             0.53856,            0.038849,           0.0033449,          0.00039939,          0.00030452,          0.00030452,          0.00030452
                 283,            0.041706,           0.0060709,          0.00035149,             0.89358,             0.82495,             0.85293,             0.53873,            0.038836,           0.0033442,           0.0003982,          0.00030205,          0.00030205,          0.00030205
                 284,            0.041314,           0.0060506,          0.00027494,             0.89306,             0.82475,             0.85264,             0.53856,            0.038817,           0.0033435,          0.00039695,          0.00029958,          0.00029958,          0.00029958
                 285,             0.04078,           0.0060433,          0.00026996,             0.89359,             0.82491,             0.85241,             0.53897,            0.038799,           0.0033427,          0.00039596,           0.0002971,           0.0002971,           0.0002971
                 286,            0.040958,           0.0059637,          0.00026339,             0.89244,             0.82529,             0.85215,             0.53883,            0.038788,           0.0033421,          0.00039507,          0.00029462,          0.00029462,          0.00029462
                 287,            0.041787,             0.00618,          0.00028977,             0.89108,             0.82543,              0.8526,             0.53917,             0.03877,           0.0033413,          0.00039462,          0.00029215,          0.00029215,          0.00029215
                 288,            0.041398,           0.0060279,          0.00032827,             0.89231,             0.82567,             0.85314,             0.54002,            0.038765,           0.0033407,          0.00039381,          0.00028967,          0.00028967,          0.00028967
                 289,            0.041747,           0.0060339,          0.00026165,             0.89352,             0.82609,               0.854,             0.53954,            0.038763,           0.0033409,          0.00039294,           0.0002872,           0.0002872,           0.0002872
                 290,            0.041472,           0.0060177,          0.00026641,             0.89285,             0.82638,             0.85413,             0.53971,             0.03875,           0.0033404,          0.00039198,          0.00028472,          0.00028472,          0.00028472
                 291,            0.041646,           0.0060843,          0.00028522,             0.89355,             0.82581,             0.85315,             0.53975,            0.038734,           0.0033395,          0.00039106,          0.00028225,          0.00028225,          0.00028225
                 292,            0.041305,           0.0060194,          0.00030736,             0.89371,             0.82444,              0.8537,              0.5401,            0.038722,           0.0033388,          0.00039049,          0.00027978,          0.00027978,          0.00027978
                 293,            0.040811,            0.005965,          0.00026474,             0.89488,             0.82405,             0.85434,             0.53985,             0.03871,           0.0033371,          0.00038989,           0.0002773,           0.0002773,           0.0002773
                 294,            0.040448,           0.0059492,          0.00026162,             0.89274,              0.8258,             0.85406,             0.54015,            0.038701,           0.0033371,          0.00038927,          0.00027482,          0.00027482,          0.00027482
                 295,            0.040828,           0.0059255,          0.00028932,             0.89449,             0.82516,              0.8546,             0.54118,            0.038698,           0.0033369,          0.00038902,          0.00027235,          0.00027235,          0.00027235
                 296,            0.040799,           0.0059478,          0.00031841,             0.89357,             0.82595,             0.85464,              0.5418,            0.038691,            0.003337,          0.00038826,          0.00026987,          0.00026987,          0.00026987
                 297,            0.040144,           0.0058867,          0.00027401,             0.89383,             0.82516,             0.85465,             0.54234,            0.038678,           0.0033369,            0.000388,           0.0002674,           0.0002674,           0.0002674
                 298,            0.040397,           0.0059936,          0.00027283,             0.89392,              0.8242,             0.85465,             0.54228,            0.038658,           0.0033353,          0.00038734,          0.00026492,          0.00026492,          0.00026492
                 299,            0.040317,            0.005827,           0.0002691,             0.89497,             0.82409,             0.85483,             0.54253,            0.038639,           0.0033345,          0.00038623,          0.00026245,          0.00026245,          0.00026245
                 300,            0.039871,            0.005773,          0.00026006,             0.89529,             0.82337,             0.85459,             0.54261,             0.03863,           0.0033339,          0.00038527,          0.00025997,          0.00025997,          0.00025997
                 301,            0.039797,           0.0058554,          0.00026312,              0.8916,             0.82745,             0.85467,             0.54278,            0.038617,           0.0033336,          0.00038413,           0.0002575,           0.0002575,           0.0002575
                 302,            0.040055,           0.0058748,          0.00027012,             0.89255,             0.82795,             0.85583,             0.54346,            0.038597,           0.0033325,          0.00038343,          0.00025503,          0.00025503,          0.00025503
                 303,            0.040025,           0.0058594,          0.00027053,             0.89921,             0.82298,             0.85535,             0.54433,            0.038584,           0.0033317,          0.00038287,          0.00025255,          0.00025255,          0.00025255
                 304,            0.039684,           0.0057772,          0.00024541,             0.89913,             0.82344,             0.85577,             0.54425,            0.038568,           0.0033306,          0.00038242,          0.00025008,          0.00025008,          0.00025008
                 305,              0.0398,           0.0058055,          0.00028654,             0.89985,             0.82412,             0.85623,             0.54454,            0.038565,           0.0033303,          0.00038148,           0.0002476,           0.0002476,           0.0002476
                 306,            0.039895,           0.0057298,          0.00022687,             0.89496,             0.82886,             0.85642,             0.54484,             0.03855,           0.0033302,          0.00038036,          0.00024513,          0.00024513,          0.00024513
                 307,            0.039376,           0.0058056,          0.00026977,             0.89556,             0.82877,             0.85655,             0.54473,            0.038531,           0.0033292,          0.00037918,          0.00024265,          0.00024265,          0.00024265
                 308,            0.039601,           0.0057964,          0.00026245,             0.89627,             0.82872,             0.85664,             0.54557,            0.038517,           0.0033286,           0.0003785,          0.00024018,          0.00024018,          0.00024018
