               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 309,            0.039651,            0.005752,          0.00027147,             0.89731,             0.82944,             0.85764,             0.54559,            0.038497,           0.0033273,          0.00037716,           0.0002377,           0.0002377,           0.0002377
                 310,            0.039645,           0.0057622,          0.00025279,             0.89969,             0.82772,             0.85788,             0.54599,            0.038481,           0.0033271,          0.00037587,          0.00023523,          0.00023523,          0.00023523
                 311,            0.039432,           0.0057122,          0.00024476,             0.89852,             0.82854,             0.85796,             0.54619,            0.038471,           0.0033256,          0.00037533,          0.00023275,          0.00023275,          0.00023275
                 312,            0.039205,           0.0056592,          0.00026847,             0.90176,             0.82703,             0.85903,             0.54628,            0.038446,           0.0033243,          0.00037505,          0.00023028,          0.00023028,          0.00023028
                 313,            0.039738,           0.0057593,           0.0002651,              0.9015,             0.82608,             0.85878,             0.54665,             0.03842,           0.0033235,          0.00037462,           0.0002278,           0.0002278,           0.0002278
                 314,            0.039172,           0.0057393,          0.00026936,             0.90157,             0.82642,             0.85854,             0.54741,            0.038394,           0.0033217,          0.00037423,          0.00022533,          0.00022533,          0.00022533
                 315,            0.039093,           0.0057071,          0.00025963,              0.8975,             0.82874,              0.8587,             0.54742,            0.038372,           0.0033209,           0.0003743,          0.00022285,          0.00022285,          0.00022285
                 316,            0.039366,           0.0057303,          0.00025988,             0.90268,             0.82628,             0.85877,             0.54797,            0.038346,           0.0033198,          0.00037456,          0.00022038,          0.00022038,          0.00022038
                 317,            0.039258,           0.0057333,          0.00024822,             0.90221,             0.82735,              0.8591,             0.54822,            0.038329,           0.0033204,          0.00037504,           0.0002179,           0.0002179,           0.0002179
                 318,            0.039419,           0.0057065,          0.00024171,             0.90215,             0.82806,             0.85929,             0.54852,            0.038314,             0.00332,          0.00037436,          0.00021543,          0.00021543,          0.00021543
                 319,            0.039203,           0.0057234,          0.00024765,             0.90215,             0.82783,              0.8589,             0.54869,            0.038299,             0.00332,          0.00037386,          0.00021295,          0.00021295,          0.00021295
                 320,            0.038759,           0.0056529,          0.00024589,             0.90324,             0.82783,             0.85881,             0.54881,            0.038278,           0.0033193,          0.00037349,          0.00021048,          0.00021048,          0.00021048
                 321,            0.038681,           0.0055993,          0.00024432,             0.90326,             0.82827,             0.85865,             0.54913,            0.038258,           0.0033184,          0.00037272,            0.000208,            0.000208,            0.000208
                 322,            0.038987,           0.0056866,          0.00025031,             0.90461,             0.82771,             0.85906,              0.5494,            0.038244,           0.0033179,          0.00037207,          0.00020553,          0.00020553,          0.00020553
                 323,            0.039242,           0.0057513,          0.00023843,             0.90525,             0.82748,              0.8589,             0.54974,            0.038228,           0.0033172,          0.00037132,          0.00020305,          0.00020305,          0.00020305
                 324,            0.039016,           0.0057192,          0.00023657,             0.90707,             0.82677,             0.85926,             0.55009,            0.038221,           0.0033174,           0.0003709,          0.00020058,          0.00020058,          0.00020058
                 325,            0.038428,            0.005599,          0.00024367,             0.90542,             0.82814,             0.85943,             0.55075,            0.038198,           0.0033158,          0.00037051,           0.0001981,           0.0001981,           0.0001981
                 326,            0.039059,           0.0056655,          0.00026265,             0.90558,             0.82953,             0.86004,               0.551,            0.038189,           0.0033153,          0.00037038,          0.00019562,          0.00019562,          0.00019562
                 327,            0.038694,           0.0056329,          0.00024836,             0.90717,             0.82915,             0.86032,             0.55138,            0.038179,           0.0033156,          0.00037058,          0.00019315,          0.00019315,          0.00019315
                 328,            0.038759,           0.0056836,          0.00024388,             0.90667,             0.82923,                0.86,             0.55154,             0.03817,           0.0033156,          0.00037033,          0.00019068,          0.00019068,          0.00019068
                 329,            0.039015,           0.0056504,          0.00022062,             0.90563,             0.83012,             0.85983,             0.55131,            0.038156,           0.0033147,          0.00036974,           0.0001882,           0.0001882,           0.0001882
                 330,            0.038878,           0.0057145,          0.00021947,             0.90626,             0.82986,             0.86019,             0.55168,            0.038142,           0.0033147,          0.00036891,          0.00018573,          0.00018573,          0.00018573
                 331,            0.039253,           0.0056662,          0.00022497,             0.90497,             0.83125,             0.86066,              0.5522,            0.038126,           0.0033138,          0.00036805,          0.00018325,          0.00018325,          0.00018325
                 332,            0.038589,           0.0056276,          0.00023965,             0.90651,             0.83015,             0.86114,             0.55262,            0.038109,           0.0033127,          0.00036726,          0.00018077,          0.00018077,          0.00018077
                 333,            0.039188,           0.0056707,          0.00023101,             0.90567,              0.8316,             0.86147,             0.55355,            0.038102,           0.0033127,          0.00036676,           0.0001783,           0.0001783,           0.0001783
                 334,            0.039023,           0.0056422,          0.00020828,              0.9069,             0.83133,             0.86134,             0.55351,            0.038105,           0.0033135,          0.00036643,          0.00017582,          0.00017582,          0.00017582
                 335,            0.038386,           0.0055826,          0.00022441,             0.90293,             0.83368,             0.86075,             0.55385,            0.038097,           0.0033133,          0.00036513,          0.00017335,          0.00017335,          0.00017335
                 336,             0.03876,           0.0056992,           0.0002616,             0.90432,              0.8357,              0.8622,             0.55409,            0.038091,           0.0033124,          0.00036372,          0.00017087,          0.00017087,          0.00017087
                 337,            0.038937,            0.005722,          0.00022841,             0.90408,             0.83613,             0.86242,             0.55425,            0.038074,           0.0033119,          0.00036083,           0.0001684,           0.0001684,           0.0001684
                 338,            0.038945,           0.0056931,          0.00026466,             0.90499,             0.83639,             0.86258,             0.55469,            0.038068,           0.0033119,          0.00035888,          0.00016592,          0.00016592,          0.00016592
                 339,            0.038556,           0.0055761,          0.00022162,             0.90573,             0.83612,             0.86272,             0.55436,            0.038064,           0.0033117,          0.00035735,          0.00016345,          0.00016345,          0.00016345
                 340,            0.038736,           0.0055547,          0.00022216,              0.9054,             0.83665,             0.86276,             0.55436,            0.038051,           0.0033113,          0.00035542,          0.00016097,          0.00016097,          0.00016097
                 341,            0.037851,           0.0055232,          0.00022541,             0.90299,             0.83789,             0.86334,             0.55484,            0.038046,           0.0033115,          0.00035412,           0.0001585,           0.0001585,           0.0001585
                 342,               0.039,            0.005603,          0.00021878,             0.90258,             0.83806,             0.86376,             0.55502,            0.038043,           0.0033112,          0.00035307,          0.00015602,          0.00015602,          0.00015602
                 343,            0.039183,           0.0056205,          0.00025689,             0.90155,             0.83787,             0.86374,             0.55517,            0.038041,           0.0033119,          0.00035281,          0.00015355,          0.00015355,          0.00015355
                 344,            0.038665,           0.0055953,          0.00025075,             0.90128,             0.83769,             0.86338,             0.55491,            0.038038,            0.003312,           0.0003527,          0.00015107,          0.00015107,          0.00015107
                 345,            0.038714,           0.0055798,          0.00021403,             0.90116,             0.83769,             0.86314,             0.55486,            0.038028,           0.0033119,          0.00035153,           0.0001486,           0.0001486,           0.0001486
                 346,            0.038347,           0.0055457,          0.00023984,             0.90252,             0.83703,             0.86272,             0.55483,             0.03803,           0.0033125,          0.00035129,          0.00014612,          0.00014612,          0.00014612
                 347,            0.037987,           0.0055034,          0.00024868,             0.90192,             0.83671,             0.86273,             0.55482,            0.038029,           0.0033122,          0.00035065,          0.00014365,          0.00014365,          0.00014365
                 348,            0.037824,           0.0054633,          0.00022832,             0.90354,             0.83632,             0.86229,             0.55426,            0.038024,           0.0033134,          0.00035039,          0.00014117,          0.00014117,          0.00014117
                 349,            0.037854,           0.0055675,          0.00023107,             0.90233,             0.83628,             0.86252,             0.55488,            0.038013,           0.0033137,          0.00035061,           0.0001387,           0.0001387,           0.0001387
                 350,            0.037611,            0.005536,          0.00024474,             0.90301,             0.83556,             0.86228,             0.55487,            0.038005,           0.0033136,          0.00035108,          0.00013622,          0.00013622,          0.00013622
                 351,            0.038569,           0.0056328,          0.00021985,             0.90234,             0.83519,             0.86195,             0.55505,            0.037996,           0.0033132,          0.00035279,          0.00013375,          0.00013375,          0.00013375
                 352,            0.037668,            0.005476,          0.00020602,             0.90369,              0.8356,             0.86275,             0.55533,            0.037986,           0.0033131,          0.00035371,          0.00013128,          0.00013128,          0.00013128
                 353,            0.037969,           0.0054788,          0.00023207,              0.9032,             0.83596,             0.86258,             0.55585,            0.037973,           0.0033129,          0.00035647,           0.0001288,           0.0001288,           0.0001288
                 354,            0.037726,           0.0054473,          0.00022114,             0.90369,             0.83618,             0.86274,             0.55525,            0.037973,           0.0033132,          0.00035903,          0.00012633,          0.00012633,          0.00012633
                 355,            0.037889,            0.005565,          0.00022189,             0.90319,              0.8372,             0.86297,             0.55546,            0.037969,           0.0033135,          0.00036085,          0.00012385,          0.00012385,          0.00012385
                 356,            0.037769,            0.005454,          0.00022559,             0.90339,             0.83785,              0.8636,             0.55565,            0.037965,           0.0033143,          0.00036189,          0.00012138,          0.00012138,          0.00012138
                 357,            0.037526,           0.0054388,          0.00022759,             0.90464,             0.83739,             0.86324,             0.55579,            0.037955,           0.0033146,          0.00036231,           0.0001189,           0.0001189,           0.0001189
                 358,            0.037405,           0.0053959,          0.00022151,              0.9052,             0.83809,             0.86332,             0.55588,            0.037946,           0.0033147,          0.00036321,          0.00011643,          0.00011643,          0.00011643
                 359,            0.037118,           0.0054043,           0.0002219,             0.90494,             0.83829,             0.86357,             0.55618,            0.037938,           0.0033149,          0.00036509,          0.00011395,          0.00011395,          0.00011395
                 360,            0.037862,           0.0054777,          0.00019631,             0.90457,             0.83963,             0.86411,             0.55628,            0.037933,            0.003315,          0.00036655,          0.00011148,          0.00011148,          0.00011148
                 361,            0.036916,           0.0054203,          0.00022891,             0.90438,             0.83939,             0.86391,             0.55613,            0.037932,            0.003316,          0.00036802,            0.000109,            0.000109,            0.000109
                 362,            0.037586,           0.0053753,           0.0002051,             0.90369,             0.83882,             0.86294,             0.55619,            0.037934,           0.0033165,           0.0003692,          0.00010653,          0.00010653,          0.00010653
                 363,             0.03753,           0.0054122,          0.00021407,             0.90336,             0.83945,             0.86334,             0.55605,             0.03793,           0.0033173,          0.00036985,          0.00010405,          0.00010405,          0.00010405
                 364,            0.037149,           0.0054352,          0.00019091,             0.90313,             0.83922,             0.86333,             0.55646,            0.037915,           0.0033167,          0.00036984,          0.00010158,          0.00010158,          0.00010158
                 365,            0.037605,           0.0054914,          0.00019345,             0.90484,             0.83909,             0.86391,             0.55689,            0.037905,           0.0033167,          0.00037075,            9.91e-05,            9.91e-05,            9.91e-05
                 366,            0.037416,           0.0054154,           0.0002118,             0.90495,             0.83964,             0.86446,              0.5568,            0.037903,           0.0033175,          0.00037131,          9.6625e-05,          9.6625e-05,          9.6625e-05
                 367,            0.037214,           0.0053884,          0.00023573,             0.90464,             0.83934,             0.86422,              0.5567,              0.0379,           0.0033179,          0.00037173,           9.415e-05,           9.415e-05,           9.415e-05
                 368,            0.037059,           0.0053567,          0.00018174,             0.90492,             0.83958,              0.8644,             0.55708,            0.037889,           0.0033178,          0.00037193,          9.1675e-05,          9.1675e-05,          9.1675e-05
                 369,            0.036887,           0.0054253,          0.00018403,             0.90521,             0.83967,             0.86431,             0.55684,            0.037887,            0.003318,          0.00037212,            8.92e-05,            8.92e-05,            8.92e-05
                 370,            0.037217,           0.0053623,          0.00023012,             0.90511,              0.8396,             0.86457,             0.55705,            0.037879,           0.0033187,          0.00037213,          8.6725e-05,          8.6725e-05,          8.6725e-05
                 371,            0.037156,           0.0054352,          0.00022763,             0.90588,             0.83976,             0.86521,             0.55747,            0.037879,           0.0033201,          0.00037272,           8.425e-05,           8.425e-05,           8.425e-05
                 372,            0.037253,           0.0054148,          0.00021357,             0.90584,             0.84001,              0.8651,             0.55715,             0.03788,           0.0033209,          0.00037301,          8.1775e-05,          8.1775e-05,          8.1775e-05
                 373,             0.03642,           0.0053328,          0.00020146,             0.90653,             0.83986,             0.86514,             0.55739,            0.037879,           0.0033216,          0.00037302,            7.93e-05,            7.93e-05,            7.93e-05
                 374,            0.037051,           0.0053754,          0.00020204,             0.90753,             0.84047,             0.86549,             0.55722,            0.037876,            0.003322,          0.00037274,          7.6825e-05,          7.6825e-05,          7.6825e-05
                 375,            0.036277,           0.0052986,          0.00023333,              0.9068,             0.84025,             0.86479,             0.55712,            0.037885,           0.0033231,          0.00037266,           7.435e-05,           7.435e-05,           7.435e-05
                 376,            0.036771,           0.0053326,          0.00021318,             0.90757,             0.83958,             0.86518,             0.55712,            0.037879,           0.0033247,          0.00037223,          7.1875e-05,          7.1875e-05,          7.1875e-05
                 377,            0.036903,           0.0053235,           0.0002187,             0.90695,             0.83902,             0.86492,             0.55753,            0.037867,           0.0033246,           0.0003722,            6.94e-05,            6.94e-05,            6.94e-05
                 378,            0.036688,             0.00532,          0.00022538,             0.90799,             0.83981,              0.8657,             0.55794,            0.037859,            0.003325,          0.00037211,          6.6925e-05,          6.6925e-05,          6.6925e-05
                 379,            0.036812,           0.0053383,          0.00019863,              0.9073,             0.83945,             0.86572,             0.55799,            0.037853,           0.0033258,          0.00037211,           6.445e-05,           6.445e-05,           6.445e-05
                 380,            0.036351,           0.0053362,          0.00017818,             0.90622,             0.84012,             0.86568,             0.55824,            0.037837,           0.0033267,          0.00037215,          6.1975e-05,          6.1975e-05,          6.1975e-05
                 381,            0.036441,           0.0052738,          0.00019826,             0.90684,             0.83991,             0.86599,             0.55851,            0.037825,           0.0033265,          0.00037205,            5.95e-05,            5.95e-05,            5.95e-05
                 382,            0.036535,           0.0052776,          0.00017313,             0.90864,             0.84037,             0.86644,             0.55865,            0.037818,            0.003327,          0.00037248,          5.7025e-05,          5.7025e-05,          5.7025e-05
                 383,            0.036081,           0.0052609,          0.00022062,             0.90833,             0.83892,             0.86588,             0.55899,            0.037811,           0.0033278,          0.00037317,           5.455e-05,           5.455e-05,           5.455e-05
                 384,            0.036791,           0.0053465,          0.00020536,             0.90912,             0.83963,             0.86697,             0.55921,            0.037805,           0.0033283,          0.00037366,          5.2075e-05,          5.2075e-05,          5.2075e-05
                 385,            0.036108,           0.0052937,           0.0002023,             0.90967,             0.84027,             0.86734,             0.55953,            0.037798,           0.0033289,           0.0003741,            4.96e-05,            4.96e-05,            4.96e-05
                 386,            0.036545,           0.0052895,          0.00018781,             0.90947,             0.83973,             0.86718,             0.55922,            0.037809,           0.0033304,          0.00037413,          4.7125e-05,          4.7125e-05,          4.7125e-05
                 387,            0.036844,           0.0053724,          0.00022383,             0.90865,             0.84043,             0.86713,             0.55939,            0.037808,           0.0033317,           0.0003744,           4.465e-05,           4.465e-05,           4.465e-05
                 388,            0.036238,            0.005247,          0.00018934,               0.908,             0.84039,             0.86656,             0.55936,            0.037806,           0.0033325,           0.0003747,          4.2175e-05,          4.2175e-05,          4.2175e-05
                 389,            0.036187,           0.0052879,          0.00018022,             0.90846,             0.84029,             0.86675,             0.55927,            0.037805,           0.0033337,          0.00037465,            3.97e-05,            3.97e-05,            3.97e-05
                 390,             0.03611,           0.0052303,          0.00018966,             0.90775,             0.84003,             0.86631,             0.55969,            0.037808,           0.0033353,          0.00037451,          3.7225e-05,          3.7225e-05,          3.7225e-05
                 391,            0.035973,           0.0052183,           0.0001943,             0.90759,             0.84191,             0.86696,             0.55972,            0.037811,           0.0033365,          0.00037441,           3.475e-05,           3.475e-05,           3.475e-05
                 392,            0.036833,           0.0052699,          0.00016986,             0.90706,             0.84121,             0.86667,             0.55996,            0.037815,           0.0033376,          0.00037439,          3.2275e-05,          3.2275e-05,          3.2275e-05
                 393,            0.036453,           0.0052617,          0.00018449,             0.90707,             0.84215,             0.86664,             0.55953,            0.037815,           0.0033381,          0.00037441,            2.98e-05,            2.98e-05,            2.98e-05
                 394,            0.035874,           0.0052734,          0.00018039,             0.90737,             0.84239,             0.86668,             0.55953,            0.037821,           0.0033393,          0.00037481,          2.7325e-05,          2.7325e-05,          2.7325e-05
                 395,            0.036132,           0.0052423,          0.00017303,             0.90696,             0.84332,             0.86712,             0.55964,            0.037821,           0.0033405,          0.00037494,           2.485e-05,           2.485e-05,           2.485e-05
                 396,            0.036205,           0.0053142,          0.00017428,             0.90808,              0.8434,             0.86742,             0.55933,            0.037825,           0.0033416,          0.00037534,          2.2375e-05,          2.2375e-05,          2.2375e-05
                 397,            0.036026,           0.0052156,          0.00019457,             0.90793,             0.84352,             0.86723,             0.55958,            0.037826,           0.0033425,          0.00037499,            1.99e-05,            1.99e-05,            1.99e-05
                 398,            0.035467,           0.0052167,          0.00018381,             0.90825,             0.84379,             0.86741,             0.55969,            0.037827,           0.0033435,          0.00037486,          1.7425e-05,          1.7425e-05,          1.7425e-05
                 399,            0.035226,           0.0051383,          0.00016862,             0.90825,             0.84417,             0.86801,              0.5598,            0.037826,           0.0033445,           0.0003749,           1.495e-05,           1.495e-05,           1.495e-05
